n	spearman_rho	spearman_p_valor	r2_lineal	p_valor_lineal	pendiente	intercepto
51	-0.7280997098671274	1.4081572622735308e-09	0.33985212224792904	7.160494605046001e-06	-0.004269015255691767	0.3497831819665722
