metrica	transect-name	mean	median	min	max	count
riqueza	Baquedano	36.0	35.0	14.0	61.0	25
riqueza	Yungay	32.55172413793103	33.0	4.0	63.0	29
shannon	Baquedano	3.1832516431854883	3.22048256803155	2.2340112070394094	3.7674305801951835	25
shannon	Yungay	2.868598448349823	2.929217225141863	1.2555422287406146	3.9337054980031607	29
simpson	Baquedano	0.9403914511172757	0.9440293061709063	0.8600521233586154	0.9671408913352273	25
simpson	Yungay	0.8926466561420988	0.9219010984506177	0.6843100189035917	0.9772583258110604	29
pielou	Baquedano	0.9017540978384317	0.9079910601467869	0.8465186345023813	0.9507713305740809	25
pielou	Yungay	0.8518042533737106	0.8847053573783847	0.6422307260416441	0.953132399142894	29
